,FileID,file_count,user_count,prod_count,no_diff_count,prod_open_max,prod_open_min,prod_open_mean,prod_open_std,interval_min,interval_max,interval_mean,interval_std
65,6c620f591abe7494c360fb932f82bcf3,1385,324,4,1019,770,6,346.25,346.2757812303175,0,0,0.0,0.0
66,de0a38cc0b8c2c158d2183a419862ec4,367,285,6,73,270,2,61.166666666666664,105.88751893715646,0,0,0.0,0.0
67,f51c254da58035823c2ddb0d4dc79a05,536,460,6,58,380,4,89.33333333333333,147.11582738327874,0,0,0.0,0.0
68,d6eb3f24c446dbf4f7f3296b061ddfca,560,479,7,45,374,7,80.0,132.51918100159438,0,0,0.0,0.0
69,cf76928efc5e2e8f7e6675c503c9e13f,98,29,6,22,53,1,16.333333333333332,21.058648263045438,0,0,0.0,0.0
70,bccdef04467a4ff9f4073d605c0d97b0,25,15,2,0,16,9,12.5,4.949747468305833,0,0,0.0,0.0
71,2da83c4f3a5f439fd2a7c6b1f9ad2c30,5,1,1,0,5,5,5.0,0.0,0,0,0.0,0.0
72,43836552f57522732c15ad5744529665,435,379,8,37,220,3,54.375,72.56314983712956,0,0,0.0,0.0
73,610947972b03f7393e2963662c71e9a5,140,140,3,0,79,18,46.666666666666664,30.664855018951798,0,0,0.0,0.0
74,f4c8cb905ea5bdfabdb5ba892520601a,194,191,3,2,128,8,64.66666666666667,60.277137733417085,0,0,0.0,0.0
75,b824248d0fe246d09b327824dd37f40b,632,505,6,88,343,3,105.33333333333333,157.20899041297437,0,0,0.0,0.0
76,9dfdb0f3da04a26f6d72aecc06c7bb0f,23,17,3,0,12,1,7.666666666666667,5.8594652770823155,0,0,0.0,0.0
77,e09943a40c51b8bd3900c073681f89a2,120,109,4,1,62,11,30.0,22.58317958127243,0,0,0.0,0.0
78,d2e50c3531816d8adbd9fdf8f6bda074,119,108,4,0,64,12,29.75,23.44319375284292,0,0,0.0,0.0
79,84e43375392b0a00c0de379a90078f74,68,32,5,8,35,2,13.6,13.390294993016397,0,0,0.0,0.0
80,3cf01ca5e3286a9fd0fbc4425671aee5,106,106,3,0,64,17,35.333333333333336,25.146238950056397,0,0,0.0,0.0
81,a6f275c95344710e01100cf3f0ba9fed,140,106,3,32,111,12,46.666666666666664,55.77036249956901,0,0,0.0,0.0
82,16f72c7c6ab444663d280db9a359889b,128,117,4,1,75,11,32.0,29.46183972531247,0,0,0.0,0.0
83,756d6395d3c45aac86450b60cd6c4e8c,389,318,6,59,284,1,64.83333333333333,110.49600294429959,0,0,0.0,0.0
84,0367111bbea4b30c214bc7842898b0a9,114,108,4,0,63,7,28.5,24.406283343980636,0,0,0.0,0.0
85,994527a5efc19c95f97ea0190ddf37ec,242,242,3,0,141,13,80.66666666666667,64.31433225443092,0,0,0.0,0.0
86,410b577211ad47675520844f657f74fa,111,105,4,0,60,7,27.75,22.86737122335374,0,0,0.0,0.0
87,7236a5c36731b3a5896c4f2e783f67ee,120,106,4,1,61,15,30.0,21.18175315375634,0,0,0.0,0.0
88,8923a455dc52dec9e8c10308dae1f5b1,214,163,4,24,148,2,53.5,66.80568838055633,0,0,0.0,0.0
89,ca10cdf412c6c851f672cc065127f928,837,759,5,38,666,3,167.4,285.0908627087161,0,47415,12390.666666666666,18493.817378308413
90,3558bee420cfa3314f2c4c3be99fd58e,38,36,6,0,24,1,6.333333333333333,8.801515021101007,0,0,0.0,0.0
91,bced8d695ac2c883caaeedbdc23642f6,21,12,3,1,11,4,7.0,3.605551275463989,0,0,0.0,0.0
92,ae3e14ba6d8d91f372d8d7add12f3e15,230,195,6,6,97,4,38.333333333333336,35.17764441611557,0,0,0.0,0.0
93,792c447bc89bb70c0c3eba4caa4fecf0,38,38,6,0,27,1,6.333333333333333,10.30857248442609,0,0,0.0,0.0
94,db7b097e896acc11f8a5c54aaceec221,112,112,3,0,66,16,37.333333333333336,25.794056162870806,0,0,0.0,0.0
95,454da37fe73fccb0d1ad79a4087c6524,61,25,5,23,41,1,12.2,16.9617216107328,0,0,0.0,0.0
96,b7669c3e3580c21a3bcc0f94d4c0ca5a,79,33,5,23,42,1,15.8,16.161683080669537,0,0,0.0,0.0
97,9c91cd389002400fd322bd161b84bb6a,330,330,3,0,228,17,110.0,107.69865365917997,0,0,0.0,0.0
98,b7d29fad1e28370c73683f7884fbe2ba,179,129,3,0,157,5,59.666666666666664,84.5064100132844,0,0,0.0,0.0
99,cf8f9d82677085c653e8bf71d8d3b063,127,102,3,15,116,1,42.333333333333336,63.95571384429489,0,0,0.0,0.0
100,249eae13d44c868fcfd686c05d5f7fe2,4716,3857,8,733,2840,5,589.5,1005.3786777698668,0,0,0.0,0.0
101,5c0932d77196fa0143a64afb1dac5379,134,23,4,35,77,16,33.5,29.14904229415894,0,0,0.0,0.0
102,cc8705cbf6fc1bbdb17c3c2763f98ee1,66,64,5,0,27,2,13.2,11.256109452204166,0,0,0.0,0.0
103,27760dc97214190e019e4ea109e1717b,128,112,4,0,64,15,32.0,22.642143596988927,0,0,0.0,0.0
104,a8d2bf6b126ea38fa2ceb435ec192e00,117,117,3,0,75,12,39.0,32.449961479175904,0,0,0.0,0.0
105,c68fc017e997eff582db5adfb691cecb,625,545,8,27,442,1,78.125,151.4722393236275,0,0,0.0,0.0
106,ea6f28ebaba828b208dffe30b91a373d,106,85,7,1,37,1,15.142857142857142,14.769660021234651,0,0,0.0,0.0
107,7e20651f428e2aae01459a42864dba97,4571,3869,8,591,2902,2,571.375,1046.7207210412637,0,0,0.0,0.0
108,18f4f73738d130c2bc2ac4c6d8c20580,111,111,3,0,61,16,37.0,22.64950330581225,0,0,0.0,0.0
109,fdb4d2a608b19451166ec214282ab613,178,174,3,0,170,1,59.333333333333336,95.88708637420021,0,0,0.0,0.0
110,3c8997ae6ce070d068b993243216d5fc,194,192,4,0,107,3,48.5,47.36032094485847,0,0,0.0,0.0
111,feae671a81b056b108ca12693e7e7699,192,192,3,0,108,19,64.0,44.50842616853577,0,0,0.0,0.0
112,1542f256bd7466c5b6415d3e8503460d,1044,865,6,149,776,3,174.0,303.8808977214593,0,0,0.0,0.0
113,21c7e7fffca23db3b4f2f7cb22ab2723,172,171,3,0,93,9,57.333333333333336,43.408908455907216,0,0,0.0,0.0
114,b9339fa1cc86cc9b66bf2b33f3e03f48,35,10,4,5,19,2,8.75,7.41057802513857,0,0,0.0,0.0
115,a2463cb8b77f381eba8dc1d505b95983,622,610,6,4,502,1,103.66666666666667,197.2771316363523,0,0,0.0,0.0
116,5c9eb014ffd04fb0e49667a956682ddc,134,35,4,20,104,4,33.5,47.64101874085677,0,0,0.0,0.0
117,bcc3032a3ea607fe367af1eb5dd5fd40,42,18,2,0,24,18,21.0,4.242640687119285,0,0,0.0,0.0
118,4392ab776085009751967bb268edae1f,198,198,3,0,152,14,66.0,75.0199973340442,0,0,0.0,0.0
119,321b6f1497505d4699c38845a1de9154,197,197,3,0,151,14,65.66666666666667,74.44684904905871,0,0,0.0,0.0
120,41742971c39521bc2f8416eb57523932,195,195,3,0,148,14,65.0,72.50517222929686,0,0,0.0,0.0
121,5c797088ad1126f4273f0cf792821510,196,196,3,0,150,14,65.33333333333333,73.87376620515116,0,0,0.0,0.0
122,d29d3072ffb2341e1a4c4558bd44d199,194,194,3,0,147,14,64.66666666666667,71.93283904680347,0,0,0.0,0.0
123,d6f6c361d27e1d1ae03fd4797eefcbd0,196,196,3,0,149,14,65.33333333333333,73.07758434248721,0,0,0.0,0.0
124,07d16b3389c5a5959d87be9c3e62ef32,198,198,3,0,152,14,66.0,75.0199973340442,0,0,0.0,0.0
125,2602602637c078ca0c1d082b1322f765,197,197,3,0,152,14,65.66666666666667,75.24847728248947,0,0,0.0,0.0
126,8903e28e53aea29d50798dc6cc3073f0,195,195,3,0,148,14,65.0,72.50517222929686,0,0,0.0,0.0
127,aa6341e7c8437af8e0a01bc180c78909,196,196,3,0,150,14,65.33333333333333,73.87376620515116,0,0,0.0,0.0
128,9c7f6750fd659b777f07260c3845fca0,422,353,5,59,356,1,84.4,153.27198047914695,0,0,0.0,0.0
129,debf963fea50d37919afac581082c945,201,187,3,1,159,6,67.0,81.0740402348372,0,0,0.0,0.0
130,7cb40cd0f61d491dbff72ac2783d7ad8,67,53,5,5,45,1,13.4,18.03607496103296,0,0,0.0,0.0
131,004e57a598c4e1f392e62d2ce7cac527,158,144,5,8,112,3,31.6,46.48978382397578,0,0,0.0,0.0
132,4afc7754c0637dc6f23f5d58eafda714,39,29,3,0,30,1,13.0,15.132745950421556,0,0,0.0,0.0
133,a0def8f9eaba78c0b31394639db8741b,560,486,8,26,344,3,70.0,118.87448362513655,0,0,0.0,0.0
134,7d3b64cf8af2a5f2df3ae07757f6d2c4,1146,1146,3,0,749,96,382.0,333.95059514844405,0,0,0.0,0.0
135,1a8b7eabd7d48c0da932346337094eb3,66,57,3,3,54,4,22.0,27.784887978899608,0,0,0.0,0.0
136,dbf32e6fe9c12f33fa51abb1a18a4770,52,52,6,0,34,1,8.666666666666666,12.909944487358056,0,0,0.0,0.0
137,abb37116bae187737b66093a5836abd4,35,22,4,10,21,1,8.75,8.80814017448254,0,0,0.0,0.0
138,19698648c1e167fb4b8c95c10a46ef52,209,204,6,4,59,8,34.833333333333336,22.990577780183486,0,0,0.0,0.0
139,3193cddca41631c5138445dc49b627c8,1541,1409,5,113,1015,1,308.2,439.906467331409,0,0,0.0,0.0
140,439fe0d41eda8669d0ff13a585f79498,126,124,5,0,67,1,25.2,29.149614062625254,0,0,0.0,0.0
141,81fe07d9ea17f88b511a63c32540aa7b,865,858,5,4,565,4,173.0,228.27724371912325,0,0,0.0,0.0
142,2ed1a4ce65cfef5469816899c6196f80,353,327,8,21,255,1,44.125,87.41107726467754,0,0,0.0,0.0
143,ce0f7e7aaa33de159a773406ef06f99a,64,64,4,0,38,3,16.0,15.853495934125487,0,0,0.0,0.0
144,09e55ad8d0e14a0ffab403f43b4228ff,10,6,1,0,10,10,10.0,0.0,0,0,0.0,0.0
145,75d2d1564bb20b59ab01bd312d970338,101,32,4,13,67,2,25.25,30.236567265481707,0,0,0.0,0.0
146,9148e1668e81468d1fb85b6ba203d539,105,90,3,14,95,1,35.0,52.11525688318153,0,0,0.0,0.0
147,3a9f1b1e9fcac7158e4d075d445afcfb,122,111,3,2,103,3,40.666666666666664,54.3721742560782,0,0,0.0,0.0
148,c1073a467b079240d6d7ae1d37bf5e49,134,26,5,1,64,5,26.8,23.647410006171924,0,0,0.0,0.0
149,fe4e0786be1f500936b79f2e37a194e5,110,29,4,0,42,9,27.5,15.716233645501712,0,0,0.0,0.0
150,424b5c75c9eb9c896ea967936d999a82,1014,621,5,138,721,2,202.8,309.6331700577314,0,0,0.0,0.0
151,e629f689eaa8f9d443566c2fbb91117e,92,78,4,9,62,4,23.0,26.956755492207638,0,0,0.0,0.0
152,1433dcf5e21cf8c729c43fed157f58c7,120,104,5,11,89,2,24.0,37.1685350800916,0,0,0.0,0.0
153,4785bff7ec07246e2110145fe2967bf7,111,61,8,0,42,1,13.875,16.668511802626103,0,0,0.0,0.0
154,9ca65ab099bb96b3a20267408fb96742,430,275,6,126,280,2,71.66666666666667,110.74414958211862,0,0,0.0,0.0
155,d773d45765ad1e9c71b4bbfaf01b5b01,400,255,6,119,267,1,66.66666666666667,106.01257787011251,0,0,0.0,0.0
156,7959a15a3f70d71e0391342c3e0403c8,143,141,5,2,95,1,28.6,41.46444259844813,0,0,0.0,0.0
157,1e6c1b1ba2ec873ea476cf0709f1b871,1075,1075,6,0,702,1,179.16666666666666,284.26425499289684,0,0,0.0,0.0
158,17630efb872feecfb4f9fe957ce08d9f,130,130,3,0,101,7,43.333333333333336,50.50082507576815,0,0,0.0,0.0
159,eabbfc72833e753ec324d2ca192492db,369,353,8,6,235,5,46.125,79.88641490087213,0,0,0.0,0.0
160,39181c3868c9b7209ef16cc8f404c84b,59,31,8,0,27,1,7.375,8.733147035453895,0,0,0.0,0.0
161,5296f131f113e6a8cd1dda4809ecab78,39,38,6,0,25,1,6.5,9.332738076256078,0,0,0.0,0.0
162,9a8a30f36801b2da850f0a9922378b37,721,690,8,22,473,1,90.125,169.89192993530582,0,0,0.0,0.0
163,969304417c5e81b3d26f35e6503bf9f3,43,32,7,10,18,1,6.142857142857143,7.798046153333783,0,0,0.0,0.0
164,f5ee96c51504827ad5ae7c8a335a52a3,15,4,3,1,10,2,5.0,4.358898943540674,0,0,0.0,0.0
165,bb176dcf013802115de66e4167a1840b,32,24,5,4,18,2,6.4,6.58027355054484,0,0,0.0,0.0
166,7e207d9d665050a567f820dc86aea724,46,18,6,0,24,2,7.666666666666667,8.891943919451284,0,0,0.0,0.0
167,a46af9ddab9794ebd6f4d19e0e1215f0,48,36,5,3,29,1,9.6,11.148990985734986,0,0,0.0,0.0
168,536eeae67165eef2f7b3cc9f2a159083,2748,2721,9,8,1939,1,305.3333333333333,649.2736326080092,0,0,0.0,0.0
169,a6cf37cc9cc17687e33a3f77c8b01f6f,59,54,5,2,31,2,11.8,11.691877522451216,0,0,0.0,0.0
170,ffe023042f06cb48603058b6245fc338,51,45,5,0,38,1,10.2,15.896540504147435,0,0,0.0,0.0
171,8759f5da0bef767fd493241e03c1c1a0,14,3,3,0,12,1,4.666666666666667,6.3508529610858835,0,0,0.0,0.0
172,bab5aecb684ac6e733a96b014df60fad,75,35,5,22,44,1,15.0,17.592612085759182,0,0,0.0,0.0
173,4dbed2d85bf23b8f06b8ee9a7e59f2e0,112,9,4,28,71,1,28.0,32.13513134665341,0,0,0.0,0.0
174,18d3920d341b764535cda5781899f8e2,567,565,4,1,485,1,141.75,230.32350437301588,0,0,0.0,0.0
175,dfccd8e23f0b03ec4db7a9a745ad7399,5,4,1,0,5,5,5.0,0.0,0,0,0.0,0.0
176,3c0acf70338f18be10a12295facd11ba,10,10,5,0,4,1,2.0,1.4142135623730951,0,0,0.0,0.0
177,cfe05467f83bb72e41c86faa1efce791,106,8,1,6,106,106,106.0,0.0,0,0,0.0,0.0
178,0c3ef5c9ee6c1e294a58c5454467e6a0,346,331,5,9,251,2,69.2,105.90892313681601,0,0,0.0,0.0
179,0d20e15c5ce054ff6fe440cc59354f9b,221,18,7,36,140,2,31.571428571428573,51.56826266499303,0,0,0.0,0.0
180,ed53f1d6e4972d6941d53a21f5eac4d4,113,85,5,21,76,4,22.6,30.22912502868715,0,0,0.0,0.0
181,c1a1750b0488393065c683b3a7c4a611,442,412,5,10,218,1,88.4,100.92224729959197,0,0,0.0,0.0
182,2b540f84174dcec562a448d106bfcc9e,157,135,5,18,113,3,31.4,46.848692617830864,0,0,0.0,0.0
183,24aa3ff1128d21b2780df31178c99f8c,53,29,5,2,19,6,10.6,5.412947441089743,0,0,0.0,0.0
184,0b83681f4da861514cddf1bb825b215b,104,65,3,10,60,3,34.666666666666664,29.022979401386987,0,0,0.0,0.0
185,48ac851bb961f208ca0c0215b3693384,1,1,1,0,1,1,1.0,0.0,0,0,0.0,0.0
186,b40e90d7887175e3e59a56b978e7bf0b,105,59,9,9,32,1,11.666666666666666,11.090536506409418,0,0,0.0,0.0
187,1e61b3effaa7abfbd85521c97f68e496,660,501,3,53,515,4,220.0,264.50141776557643,0,0,0.0,0.0
188,49360a45672db5df0f44556e2f1b4c64,55,23,4,12,21,2,13.75,8.341662504161466,0,0,0.0,0.0
189,a6ec6e71e5c300e4786a988bb8846782,307,7,3,90,199,18,102.33333333333333,91.12811494447438,0,0,0.0,0.0
190,ffb3e4bb0f6f59fe69c4d1c56512bde9,115,47,6,28,50,4,19.166666666666668,17.57744767213564,0,0,0.0,0.0
191,c0944963b4a5b05d77d750c32cb2100a,318,232,3,10,233,9,106.0,114.97391008398384,0,0,0.0,0.0
192,7db54c390b2369cf1b399fb77cae9cdc,84,42,3,4,69,2,28.0,35.93048844644336,0,0,0.0,0.0
193,6dde429f6518cb2b9f16366818a04456,115,65,3,0,61,1,38.333333333333336,32.57811126098831,0,0,0.0,0.0
194,fb744691118706c389d6ce89e7f12f8e,147,128,3,2,112,7,49.0,55.560777532356404,0,0,0.0,0.0
195,6f18926360b3095225bf0a06ff254561,58,18,3,2,38,6,19.333333333333332,16.65332799572906,0,0,0.0,0.0
196,50d7008634cb277345871275d3ad9929,38,26,4,1,16,6,9.5,4.725815626252608,0,0,0.0,0.0
197,52e3c4587663ea34fe8777469591e42b,1790,1790,3,0,1170,48,596.6666666666666,561.4065668776358,0,0,0.0,0.0
198,a0e70c5b4aa5c65a95986c299fea647e,2364,2364,3,0,1512,74,788.0,719.0521538803705,0,0,0.0,0.0
199,cc369f24609d2bbfd8805bc7086a20bf,2366,2366,3,0,1516,76,788.6666666666666,720.1120283215198,0,0,0.0,0.0
200,e2739e536b77cd82a1b5abfc57056419,1778,1778,3,0,1165,49,592.6666666666666,558.5519969826743,0,0,0.0,0.0
201,018a6bd3d23bf7dbd92542fe223dca20,1525,1525,4,0,1010,1,381.25,470.4978745966872,0,0,0.0,0.0
202,111af6937da422d3abeba01146cee4a0,137,114,3,10,85,5,45.666666666666664,40.01666319589045,0,0,0.0,0.0
203,8fec36eb1393083e2883b82d2db91d6d,16,13,3,1,8,3,5.333333333333333,2.5166114784235836,0,0,0.0,0.0
204,5c8cef14249fc76341c0202ecbe75f51,271,271,3,0,183,39,90.33333333333333,80.40729651799849,0,0,0.0,0.0
205,28f4cdc86b1308cfc115465cb40647a9,1293,1226,8,36,729,3,161.625,248.738495785663,0,0,0.0,0.0
206,a31650126d4f854f08b125fb41048218,42,15,4,2,23,1,10.5,9.71253485622231,0,0,0.0,0.0
207,37851c36c5847c8caae1f24bce39f56a,156,133,7,6,78,1,22.285714285714285,28.07557827076933,0,0,0.0,0.0
208,b62c0eec4bd4eb397303be6ba75b753f,133,125,7,0,52,1,19.0,19.4593593591019,0,0,0.0,0.0
209,2f2ca429ec004a5448b8b109073e0b66,44,37,4,4,30,3,11.0,12.780193008453875,0,0,0.0,0.0
210,88b3e80c066108325969a04b9bfe6b10,106,98,5,4,72,3,21.2,29.456747953567447,0,0,0.0,0.0
211,f733b0739ee72522938ddcebea0cafe5,80,3,1,0,80,80,80.0,0.0,0,0,0.0,0.0
212,30840e9e0aec56f487df5046ca0c704a,58,34,5,20,44,1,11.6,18.20164827701052,0,0,0.0,0.0
213,19c46a9ed7da62eaa0b14a56854cbd97,77,49,5,23,56,2,15.4,22.842942017174583,0,0,0.0,0.0
214,1a6150b90f1deafa7f19498057b1f98f,542,311,8,131,393,1,67.75,135.35851865113096,0,0,0.0,0.0
215,7451345af772cb8b0a6e68dbf4aa070c,63,58,6,0,31,1,10.5,11.827933040053955,0,0,0.0,0.0
216,45e91d2d83a53606b920818073e81598,197,173,4,1,72,20,49.25,22.020823478395776,0,0,0.0,0.0
217,a49374bd5bc47b5db86c2c8bee6d8cc3,543,458,7,52,410,2,77.57142857142857,150.52005087125673,0,0,0.0,0.0
218,01bd94a0de82c68ebea242c033fcc0f7,57,7,4,15,33,1,14.25,13.744695946679455,0,0,0.0,0.0
219,a8dcea2f69fd9eaf48b87352c1c05f81,41,12,4,1,20,2,10.25,8.65544144839919,0,0,0.0,0.0
220,e65d0426258589e2391878010055dc3a,59,30,3,0,33,2,19.666666666666668,15.947831618540913,0,0,0.0,0.0
221,6d54871741ff2773467b1d3df5428417,176,168,3,0,72,46,58.666666666666664,13.012814197295423,0,0,0.0,0.0
222,d5aabc6c18bb72d773babadef20f8c31,189,164,5,19,141,3,37.8,59.08214620340056,0,0,0.0,0.0
223,c1cbb2b9a5e0954c414b45963b4587d7,56,24,6,11,21,1,9.333333333333334,8.066391179868893,0,0,0.0,0.0
